MUTUAL_TYPE,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk
,当日资金流入,当日成交净买额,当日余额,历史累计净买额,买入成交额,卖出成交额,领涨股代码,领涨股名称,领涨股涨跌幅,上证指数,上证指数涨跌幅,HOLD_MARKET_CAP,当日资金流入,当日成交净买额,当日余额,历史累计净买额,买入成交额,卖出成交额,领涨股代码,领涨股名称,领涨股涨跌幅,上证指数,上证指数涨跌幅,HOLD_MARKET_CAP
TRADE_DATE,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,1153.0,494.95,40847.0,1260269.54,6327.83,5832.88,00836.HK,华润电力,8.35,20644.28,0.2,2024154798038.64,1005.0,311.11,40995.0,1063986.69,6170.36,5859.25,02858.HK,易鑫集团,10.96,20644.28,0.2,2031536299845.56
2022-05-19,2873.0,2104.49,39127.0,1262374.03,9947.93,7843.44,00719.HK,山东新华制药股份,13.13,20120.68,-2.54,1989731095627.21,3667.0,3223.85,38333.0,1067210.54,8752.3,5528.45,00719.HK,山东新华制药股份,13.13,20120.68,-2.54,1997079446879.87
2022-05-20,760.0,-15.389999999999,41240.0,1262358.64,7504.85,7520.24,09995.HK,荣昌生物,12.12,20717.24,2.96,2040086669165.72,990.0,237.67,41010.0,1067448.21,6952.07,6714.4,09995.HK,荣昌生物,12.12,20717.24,2.96,2047533789356.9
2022-05-23,1560.0,906.04,40440.0,1263264.68,6102.8,5196.76,01378.HK,中国宏桥,7.87,20470.06,-1.19,2027923082370.93,1217.0,675.46,40783.0,1068123.67,5584.24,4908.78,01378.HK,中国宏桥,7.87,20470.06,-1.19,2035318742648.51
2022-05-24,1903.0,1128.27,40097.0,1264392.95,8739.93,7611.66,02333.HK,长城汽车,5.08,20112.1,-1.75,1992932977390.04,385.0,-211.589999999999,41615.0,1067912.08,5940.02,6151.61,02333.HK,长城汽车,5.08,20112.1,-1.75,2000153782056.49
2022-05-25,2672.0,2139.44,39328.0,1266532.39,7301.93,5162.49,02333.HK,长城汽车,10.79,20171.27,0.29,2002605742595.54,1083.0,549.94,40917.0,1068462.02,5360.29,4810.35,02333.HK,长城汽车,10.79,20171.27,0.29,2009857556930.82
2022-05-26,1906.0,1254.03,40094.0,1267786.42,5920.62,4666.59,00719.HK,山东新华制药股份,9.12,20116.2,-0.27,2003592499065.64,2131.0,1739.95,39869.0,1070201.97,5981.3,4241.35,00719.HK,山东新华制药股份,9.12,20116.2,-0.27,2010835419165.2
2022-05-27,53.0,-766.2,41947.0,1267020.22,5665.49,6431.69,06185.HK,康希诺生物,8.86,20697.36,2.89,2034967367464.09,1617.0,1175.63,40383.0,1071377.6,6522.18,5346.55,06185.HK,康希诺生物,8.86,20697.36,2.89,2042194604427.9
2022-05-30,-397.0,-1341.39,42397.0,1265678.83,6341.42,7682.81,09869.HK,海伦司,14.13,21123.93,2.06,2074000892076.79,552.0,-134.83,41448.0,1071242.77,6165.1,6299.93,09869.HK,海伦司,14.13,21123.93,2.06,2081310741386.13
2022-05-31,1413.0,611.15,40587.0,1266289.98,9148.32,8537.17,09926.HK,康方生物,14.49,21415.2,1.38,2123105172087.95,2078.0,1509.86,39922.0,1072752.63,8611.95,7102.09,09926.HK,康方生物,14.49,21415.2,1.38,2130596523884.26
2022-06-01,440.0,-331.51,41560.0,1265958.47,5544.59,5876.1,09992.HK,泡泡玛特,9.75,21294.94,-0.56,2114057518394.87,1827.0,1403.86,40173.0,1074156.49,5875.62,4471.76,09992.HK,泡泡玛特,9.75,21294.94,-0.56,2121567445912.32
2022-06-02,1561.0,991.94,40439.0,1266950.41,5659.77,4667.83,02252.HK,微创机器人-B,12.93,21082.13,-1.0,2101444610856.05,446.0,-290.18,41554.0,1073866.31,5023.87,5314.05,02252.HK,微创机器人-B,12.93,21082.13,-1.0,2108920118238.84
2022-06-06,1125.0,268.460000000001,40875.0,1267218.87,8911.6,8643.14,01548.HK,金斯瑞生物科技,12.75,21653.9,2.71,2148851568979.23,1837.0,1233.96,40163.0,1075100.27,8468.73,7234.77,01548.HK,金斯瑞生物科技,12.75,21653.9,2.71,2156296360835.55
2022-06-07,78.0,-752.84,41922.0,1266466.03,6518.13,7270.97,00839.HK,中教控股,20.99,21531.67,-0.56,2141656916554.24,2416.0,1996.46,39584.0,1077096.73,7786.64,5790.18,00839.HK,中教控股,20.99,21531.67,-0.56,2149236026623.83
2022-06-08,56.0,-1206.39,41944.0,1265259.64,11012.0,12218.39,02252.HK,微创机器人-B,20.84,22014.59,2.24,2193556451811.47,2020.0,1115.62,39980.0,1078212.35,10870.83,9755.21,00095.HK,绿景中国地产,43.68,22014.59,2.24,2201258583439.44
2022-06-09,723.0,-154.33,41277.0,1265105.31,8648.2,8802.53,06178.HK,光大证券,7.27,21869.05,-0.66,2169357006993.34,1285.0,566.7,40715.0,1078779.05,8121.0,7554.3,06178.HK,光大证券,7.27,21869.05,-0.66,2177008351110.92
2022-06-10,2610.0,1876.88,39390.0,1266982.19,9667.93,7791.05,00136.HK,中国儒意,12.99,21806.18,-0.29,2173194202880.13,2549.0,1834.11,39451.0,1080613.16,10563.68,8729.57,01797.HK,东方甄选,39.37,21806.18,-0.29,2180893589862.73
2022-06-13,3277.0,2742.79,38723.0,1269724.98,9944.37,7201.58,00189.HK,东岳集团,4.85,21067.58,-3.39,2114104235405.64,3346.0,2754.73,38654.0,1083367.89,11029.78,8275.05,01797.HK,东方甄选,39.97,21067.58,-3.39,2121662693542.63
2022-06-14,3040.0,2297.76,38960.0,1272022.74,9086.48,6788.72,02380.HK,中国电力,13.69,21067.99,0.0,2121283616912.73,3409.0,2881.43,38591.0,1086249.32,9547.85,6666.42,01797.HK,东方甄选,23.17,21067.99,0.0,2128762313888.11
2022-06-15,2513.0,2006.88,39487.0,1274029.62,9111.47,7104.59,01516.HK,融创服务,12.13,21308.21,1.14,2147622811699.94,2957.0,2341.53,39043.0,1088590.85,11452.29,9110.76,01797.HK,东方甄选,54.19,21308.21,1.14,2155254357800.2
2022-06-16,1589.0,978.41,40411.0,1275008.03,8705.09,7726.68,00136.HK,中国儒意,13.11,20845.43,-2.17,2105983038995.49,1916.0,957.940000000001,40084.0,1089548.79,15119.82,14161.88,01797.HK,东方甄选,72.71,20845.43,-2.17,2114039530541.71
2022-06-17,1081.0,178.55,40919.0,1275186.58,7397.27,7218.72,06699.HK,时代天使,11.77,21075.0,1.1,2128264065915.83,3240.0,2416.71,38760.0,1091965.5,13411.33,10994.62,02858.HK,易鑫集团,14.74,21075.0,1.1,2136276511839.77
2022-06-20,962.0,-43.69,41038.0,1275142.89,7264.38,7308.07,06098.HK,碧桂园服务,15.0,21163.91,0.42,2139157189735.82,1361.0,356.41,40639.0,1092321.91,11989.23,11632.82,06098.HK,碧桂园服务,15.0,21163.91,0.42,2147390390717.79
2022-06-21,779.0,-92.21,41221.0,1275050.68,6504.01,6596.22,09926.HK,康方生物,15.48,21559.59,1.87,2182528508895.68,2077.0,1324.12,39923.0,1093646.03,10187.07,8862.95,02858.HK,易鑫集团,23.53,21559.59,1.87,2190945640034.94
2022-06-22,1378.0,736.82,40622.0,1275787.5,7868.69,7131.87,01057.HK,浙江世宝,11.0,21008.34,-2.56,2134738241646.22,1766.0,1065.51,40234.0,1094711.54,10477.78,9412.27,01057.HK,浙江世宝,11.0,21008.34,-2.56,2143036211172.61
2022-06-23,928.0,114.29,41072.0,1275901.79,7395.34,7281.05,06606.HK,诺辉健康,26.05,21273.87,1.26,2160224281218.15,2513.0,1757.22,39487.0,1096468.76,10492.1,8734.88,06606.HK,诺辉健康,26.05,21273.87,1.26,2168479589218.57
2022-06-24,2002.0,1061.55,39998.0,1276963.34,10829.49,9767.94,02160.HK,心通医疗-B,23.38,21719.06,2.09,2203555242991.79,2751.0,1938.67,39249.0,1098407.43,12101.02,10162.35,01789.HK,爱康医疗,24.07,21719.06,2.09,2212018090743.93
2022-06-27,1969.0,649.41,40031.0,1277612.75,15600.34,14950.93,00564.HK,郑煤机,28.36,22229.52,2.35,2245887476169.31,4451.0,3614.81,37549.0,1102022.24,18044.24,14429.43,00564.HK,郑煤机,28.36,22229.52,2.35,2254486696104.93
2022-06-28,1827.0,648.800000000001,40173.0,1278261.55,12495.11,11846.31,00187.HK,京城机电股份,19.41,22418.97,0.85,2271083040292.44,2357.0,1278.0,39643.0,1103300.24,13234.21,11956.21,00187.HK,京城机电股份,19.41,22418.97,0.85,2279681699158.8
2022-06-29,2768.0,2119.83,39232.0,1280381.38,11243.14,9123.31,00553.HK,南京熊猫电子股份,14.5,21996.89,-1.88,2224006418519.27,2113.0,1229.21,39887.0,1104529.45,11641.33,10412.12,00553.HK,南京熊猫电子股份,14.5,21996.89,-1.88,2232563243667.86
2022-06-30,4041.0,3541.19,37959.0,1283922.57,12158.9,8617.71,00336.HK,华宝国际,20.32,21859.79,-0.62,2219879187421.26,4411.0,3978.69,37589.0,1108508.14,12316.75,8338.06,00336.HK,华宝国际,20.32,21859.79,-0.62,2228424173466.39
2022-07-04,1763.0,984.0,40237.0,1284906.57,9862.32,8878.32,00013.HK,和黄医药,23.32,21830.35,-0.13,2207123271138.45,1287.0,225.710000000001,40713.0,1108733.85,10134.92,9909.21,00013.HK,和黄医药,23.32,21830.35,-0.13,2215559106403.61
2022-07-05,-324.0,-1270.63,42324.0,1283635.94,6664.7,7935.33,02171.HK,科济药业-B,13.61,21853.07,0.1,2210637350639.78,278.0,-749.100000000001,41722.0,1107984.75,8021.44,8770.54,02171.HK,科济药业-B,13.61,21853.07,0.1,2219070893521.61
2022-07-06,-1033.0,-2255.63,43033.0,1281380.31,7396.02,9651.65,00336.HK,华宝国际,25.41,21586.66,-1.22,2181515053407.34,-136.0,-1309.47,42136.0,1106675.28,8581.18,9890.65,00336.HK,华宝国际,25.41,21586.66,-1.22,2189884584244.3
2022-07-07,636.0,-375.469999999999,41364.0,1281004.84,6212.22,6587.69,00553.HK,南京熊猫电子股份,14.37,21643.58,0.26,2187273492961.82,1120.0,314.5,40880.0,1106989.78,6742.33,6427.83,00553.HK,南京熊猫电子股份,14.37,21643.58,0.26,2195568887539.75
2022-07-08,605.0,-28.36,41395.0,1280976.48,4893.01,4921.37,03669.HK,永达汽车,9.14,21725.78,0.38,2187112234834.35,1242.0,682.67,40758.0,1107672.45,6197.32,5514.65,00751.HK,创维集团,11.28,21725.78,0.38,2195398333079.9
2022-07-11,294.0,-607.599999999999,41706.0,1280368.88,6229.02,6836.62,00921.HK,海信家电,9.92,21124.2,-2.77,2133676677558.38,-518.0,-1616.16,42518.0,1106056.29,6716.4,8332.56,00921.HK,海信家电,9.92,21124.2,-2.77,2141735666162.0
2022-07-12,740.0,23.39,41260.0,1280392.27,6142.81,6119.42,01171.HK,兖矿能源,5.71,20844.74,-1.32,2108463828936.54,1729.0,1183.99,40271.0,1107240.28,7384.79,6200.8,01171.HK,兖矿能源,5.71,20844.74,-1.32,2116306187992.55
2022-07-13,1318.0,774.14,40682.0,1281166.41,5510.29,4736.15,01072.HK,东方电气,12.58,20797.95,-0.22,2096924535383.26,989.0,350.74,41011.0,1107591.02,5851.0,5500.26,01072.HK,东方电气,12.58,20797.95,-0.22,2104737758323.09
2022-07-14,950.0,284.0,41050.0,1281450.41,6180.6,5896.6,02171.HK,科济药业-B,14.15,20751.21,-0.22,2095720534336.26,1075.0,306.04,40925.0,1107897.06,6824.55,6518.51,02171.HK,科济药业-B,14.15,20751.21,-0.22,2103515842682.64
2022-07-15,1409.0,907.93,40591.0,1282358.34,7688.87,6780.94,01171.HK,兖矿能源,5.31,20297.72,-2.19,2052095655624.55,1431.0,835.549999999999,40569.0,1108732.61,7826.86,6991.31,01171.HK,兖矿能源,5.31,20297.72,-2.19,2059640055561.05
2022-07-18,864.0,-61.97,41136.0,1282296.37,6625.37,6687.34,02068.HK,中铝国际,17.39,20846.18,2.7,2105002117576.19,150.0,-678.06,41850.0,1108054.55,6336.48,7014.54,06088.HK,FITHONTENG,32.65,20846.18,2.7,2112704220905.26
2022-07-19,1467.0,1005.31,40533.0,1283301.68,4745.96,3740.65,00336.HK,华宝国际,8.21,20661.06,-0.89,2091189673425.51,753.0,118.79,41247.0,1108173.34,4574.56,4455.77,00697.HK,首程控股,9.73,20661.06,-0.89,2098843555046.09
2022-07-20,1528.0,1093.35,40472.0,1284395.03,5602.0,4508.65,00564.HK,郑煤机,15.23,20890.22,1.11,2109351380193.08,535.0,-81.35,41465.0,1108091.99,5092.81,5174.16,00564.HK,郑煤机,15.23,20890.22,1.11,2117248334621.65
2022-07-21,1090.0,618.16,40910.0,1285013.19,5418.97,4800.81,03993.HK,洛阳钼业,8.09,20574.63,-1.51,2084130843008.69,742.0,208.65,41258.0,1108300.64,4766.53,4557.88,03993.HK,洛阳钼业,8.09,20574.63,-1.51,2091879564155.55
2022-07-22,589.0,62.08,41411.0,1285075.27,4265.14,4203.06,00895.HK,东江环保,22.38,20609.14,0.17,2083947561844.96,1040.0,534.070000000001,40960.0,1108834.71,4660.8,4126.73,00895.HK,东江环保,22.38,20609.14,0.17,2091639245333.44
2022-07-25,1067.0,483.29,40933.0,1285558.56,5287.97,4804.68,01238.HK,宝龙地产,7.34,20562.94,-0.22,2071736296390.1,238.0,-465.98,41762.0,1108368.73,5143.76,5609.74,01238.HK,宝龙地产,7.34,20562.94,-0.22,2079339876559.5
2022-07-26,1376.0,884.079999999999,40624.0,1286442.64,4715.69,3831.61,02007.HK,碧桂园,13.41,20905.88,1.67,2097879149396.19,811.0,127.58,41189.0,1108496.31,5218.05,5090.47,01797.HK,东方甄选,19.6,20905.88,1.67,2105611564458.36
2022-07-27,547.0,-62.64,41453.0,1286380.0,4475.7,4538.34,00317.HK,中船防务,13.02,20670.04,-1.13,2071095967684.06,900.0,336.53,41100.0,1108832.84,5469.9,5133.37,00317.HK,中船防务,13.02,20670.04,-1.13,2078707458434.22
2022-07-28,401.0,-213.19,41599.0,1286166.81,3890.07,4103.26,06098.HK,碧桂园服务,6.42,20622.68,-0.23,2075740809852.77,759.0,151.56,41241.0,1108984.4,5107.42,4955.86,01797.HK,东方甄选,16.43,20622.68,-0.23,2083407773826.46
2022-07-29,-294.0,-1166.85,42294.0,1284999.96,6383.89,7550.74,01108.HK,凯盛新能,9.4,20156.51,-2.26,2026980806560.16,1085.0,461.8,40915.0,1109446.2,7496.53,7034.73,01108.HK,凯盛新能,9.4,20156.51,-2.26,2034566194365.65
2022-08-01,1502.0,957.020000000001,40498.0,1285956.98,6441.01,5483.99,00175.HK,吉利汽车,12.9,20165.84,0.05,2026337628096.85,2726.0,2359.31,39274.0,1111805.51,8167.86,5808.55,00175.HK,吉利汽车,12.9,20165.84,0.05,2033789190057.54
2022-08-02,2085.0,1345.14,39915.0,1287302.12,7851.91,6506.77,01316.HK,耐世特,7.7,19689.21,-2.36,1977745075298.38,1699.0,942.549999999999,40301.0,1112748.06,7332.65,6390.1,01316.HK,耐世特,7.7,19689.21,-2.36,1984959960577.2
2022-08-03,240.0,-421.599999999999,41760.0,1286880.52,5070.27,5491.87,03868.HK,信义能源,7.59,19767.09,0.4,1981005095435.07,1556.0,1140.56,40444.0,1113888.62,5875.52,4734.96,02273.HK,固生堂,12.56,19767.09,0.4,1988234440616.89
2022-08-04,851.0,339.73,41149.0,1287220.25,4525.82,4186.09,09995.HK,荣昌生物,12.19,20174.04,2.06,2019470823086.62,1176.0,627.29,40824.0,1114515.91,5290.33,4663.04,01789.HK,爱康医疗,14.22,20174.04,2.06,2026846435722.3
2022-08-05,930.0,392.75,41070.0,1287613.0,4577.32,4184.57,01347.HK,华虹半导体,13.35,20201.94,0.14,2033740175291.41,664.0,45.01,41336.0,1114560.92,4749.09,4704.08,01347.HK,华虹半导体,13.35,20201.94,0.14,2041222881009.55
2022-08-08,425.0,-132.13,41575.0,1287480.87,3849.57,3981.7,00317.HK,中船防务,8.56,20045.77,-0.77,2019619490642.27,449.0,-56.82,41551.0,1114504.1,4056.13,4112.95,00317.HK,中船防务,8.56,20045.77,-0.77,2027070497874.18
2022-08-09,435.0,-81.07,41565.0,1287399.8,3803.05,3884.12,02192.HK,医脉通,13.91,20003.44,-0.21,2018596763420.74,157.0,-515.99,41843.0,1113988.11,3901.12,4417.11,02192.HK,医脉通,13.91,20003.44,-0.21,2026039656886.54
2022-08-10,1807.0,1164.96,40193.0,1288564.76,6039.87,4874.91,02218.HK,安德利果汁,18.22,19610.84,-1.96,1981123126713.09,707.0,114.55,41293.0,1114102.66,5017.84,4903.29,02218.HK,安德利果汁,18.22,19610.84,-1.96,1988425739270.3
2022-08-11,642.0,82.05,41358.0,1288646.81,4157.65,4075.6,02171.HK,科济药业-B,16.41,20082.43,2.4,2027229017403.16,1321.0,873.99,40679.0,1114976.65,4319.28,3445.29,01478.HK,丘钛科技,17.72,20082.43,2.4,2034627744464.56
2022-08-12,1081.0,592.15,40919.0,1289238.96,3881.15,3289.0,06869.HK,长飞光纤光缆,8.79,20175.62,0.46,2041129983178.46,837.0,397.36,41163.0,1115374.01,3602.73,3205.37,06869.HK,长飞光纤光缆,8.79,20175.62,0.46,2048545568525.04
2022-08-15,707.0,164.2,41293.0,1289403.16,4589.23,4425.03,06862.HK,海底捞,7.99,20040.86,-0.67,2028634103906.02,556.0,36.259999999999,41444.0,1115410.27,4364.36,4328.1,06862.HK,海底捞,7.99,20040.86,-0.67,2036029449901.0
2022-08-16,-104.0,-932.04,42104.0,1288471.12,6065.79,6997.83,06098.HK,碧桂园服务,15.03,19830.52,-1.05,2011596523304.95,-228.0,-1024.94,42228.0,1114385.33,5774.91,6799.85,06098.HK,碧桂园服务,15.03,19830.52,-1.05,2018992866504.65
2022-08-17,-618.0,-1487.88,42618.0,1286983.24,4278.45,5766.33,06869.HK,长飞光纤光缆,10.5,19922.45,0.46,2021092303447.36,-189.0,-916.889999999999,42189.0,1113468.44,4163.3,5080.19,01070.HK,TCL电子,17.75,19922.45,0.46,2028425230665.68
2022-08-18,524.0,-2.71,41476.0,1286980.53,4629.2,4631.91,01385.HK,上海复旦,6.35,19763.91,-0.8,2009874181681.98,1195.0,685.45,40805.0,1114153.89,4778.47,4093.02,01070.HK,TCL电子,6.72,19763.91,-0.8,2017196614710.29
2022-08-19,265.0,-338.7,41735.0,1286641.83,3990.26,4328.96,02192.HK,医脉通,10.38,19773.03,0.05,2017649707335.7,1827.0,1370.52,40173.0,1115524.41,5249.86,3879.34,03678.HK,弘业期货,48.09,19773.03,0.05,2024964517765.46
2022-08-22,1260.0,719.27,40740.0,1287361.1,5003.18,4283.91,01138.HK,中远海能,12.34,19656.98,-0.59,2014645310594.56,1158.0,609.62,40842.0,1116134.03,5485.65,4876.03,01138.HK,中远海能,12.34,19656.98,-0.59,2021950031789.38
2022-08-23,497.0,-84.110000000001,41503.0,1287276.99,4311.57,4395.68,00780.HK,同程旅行,5.39,19503.25,-0.78,2004609625307.46,475.0,-208.67,41525.0,1115925.36,5236.05,5444.72,00697.HK,首程控股,9.45,19503.25,-0.78,2011900185532.8
2022-08-24,701.0,98.12,41299.0,1287375.11,5558.67,5460.55,00425.HK,敏实集团,10.49,19268.74,-1.2,1975737026488.62,214.0,-562.22,41786.0,1115363.14,6524.83,7087.05,00425.HK,敏实集团,10.49,19268.74,-1.2,1982971299850.64
2022-08-25,-892.0,-1701.68,42892.0,1285673.43,4145.11,5846.79,02319.HK,蒙牛乳业,9.16,19968.38,3.63,2032665229350.28,1459.0,898.08,40541.0,1116261.22,6612.23,5714.15,03678.HK,弘业期货,19.02,19968.38,3.63,2040041396157.6
2022-08-26,-1140.0,-2019.5,43140.0,1283653.93,4647.74,6667.24,02171.HK,科济药业-B,10.45,20170.04,1.01,2046484559063.91,1408.0,870.74,40592.0,1117131.96,6797.49,5926.75,01908.HK,建发国际集团,15.41,20170.04,1.01,2054097218592.99
2022-08-29,1640.0,1046.79,40360.0,1284700.72,5404.99,4358.2,03898.HK,时代电气,6.68,20023.22,-0.73,2033768819610.85,1378.0,713.3,40622.0,1117845.26,6428.89,5715.59,01890.HK,中国科培,7.61,20023.22,-0.73,2041496171309.76
2022-08-30,769.0,19.93,41231.0,1284720.65,4920.79,4900.86,00148.HK,建滔集团,11.85,19949.03,-0.37,2024668488089.2,686.0,-112.29,41314.0,1117732.97,6899.32,7011.61,01797.HK,东方甄选,26.26,19949.03,-0.37,2032202957891.37
2022-08-31,939.0,146.67,41061.0,1284867.32,6332.74,6186.07,09923.HK,移卡,17.54,19954.39,0.03,2028669181646.2,990.0,245.58,41010.0,1117978.55,7099.1,6853.52,09923.HK,移卡,17.54,19954.39,0.03,2036103299773.94
2022-09-01,2189.0,1761.64,39811.0,1286628.96,6229.47,4467.83,06869.HK,长飞光纤光缆,11.11,19597.31,-1.79,2002690090165.79,1336.0,799.19,40664.0,1118777.74,6678.36,5879.17,06869.HK,长飞光纤光缆,11.11,19597.31,-1.79,2010070424806.27
2022-09-02,1171.0,512.0,40829.0,1287140.96,5004.85,4492.85,01071.HK,华电国际电力股份,5.56,19452.09,-0.74,1985695572968.09,-64.0,-834.110000000001,42064.0,1117943.63,5856.74,6690.85,01797.HK,东方甄选,12.4,19452.09,-0.74,1993124249616.21
2022-09-05,1861.0,1221.84,40139.0,1288362.8,6531.09,5309.25,01171.HK,兖矿能源,12.18,19225.7,-1.16,1967997113679.06,2335.0,1662.64,39665.0,1119606.27,8564.65,6902.01,01171.HK,兖矿能源,12.18,19225.7,-1.16,1974921996812.12
2022-09-06,641.0,-42.17,41359.0,1288320.63,4533.76,4575.93,06098.HK,碧桂园服务,9.75,19202.73,-0.12,1970025893942.64,1606.0,990.64,40394.0,1120596.91,6797.55,5806.91,01797.HK,东方甄选,31.47,19202.73,-0.12,1977089596241.14
2022-09-07,899.0,163.41,41101.0,1288484.04,4568.72,4405.31,03996.HK,中国能源建设,15.63,19044.3,-0.83,1958738489470.75,1382.0,669.86,40618.0,1121266.77,6729.58,6059.72,03996.HK,中国能源建设,15.63,19044.3,-0.83,1965668887571.98
2022-09-08,474.0,-140.42,41526.0,1288343.62,4497.64,4638.06,01385.HK,上海复旦,7.06,18854.62,-1.0,1935916408164.2,825.0,190.22,41175.0,1121456.99,5669.14,5478.92,06639.HK,瑞尔集团,11.58,18854.62,-1.0,1942875076835.31
2022-09-09,420.0,-264.49,41580.0,1288079.13,4410.26,4674.75,02007.HK,碧桂园,16.82,19362.25,2.69,1981964087039.06,786.0,83.87,41214.0,1121540.86,5636.15,5552.28,02157.HK,乐普生物-B,283.79,19362.25,2.69,1989061722603.61
2022-09-13,1966.0,1572.78,40034.0,1289651.91,5761.48,4188.7,09688.HK,再鼎医药,14.7,19326.86,-0.18,1978747865056.24,1223.0,609.21,40777.0,1122150.07,5997.99,5388.78,09688.HK,再鼎医药,14.7,19326.86,-0.18,1985786087480.79
2022-09-14,2764.0,2281.74,39236.0,1291933.65,5533.95,3252.21,03900.HK,绿城中国,8.19,18847.1,-2.48,1946090523332.49,3144.0,2681.54,38856.0,1124831.61,6560.63,3879.09,03900.HK,绿城中国,8.19,18847.1,-2.48,1953014623422.89
2022-09-15,1808.0,1342.77,40192.0,1293276.42,5117.99,3775.22,00656.HK,复星国际,9.65,18930.38,0.44,1949660732971.61,1377.0,817.58,40623.0,1125649.19,5803.46,4985.88,06639.HK,瑞尔集团,19.28,18930.38,0.44,1956513913320.58
2022-09-16,1688.0,1249.64,40312.0,1294526.06,4943.34,3693.7,00880.HK,澳博控股,5.09,18761.69,-0.89,1917852321523.16,784.0,152.099999999999,41216.0,1125801.29,5837.86,5685.76,06639.HK,瑞尔集团,21.21,18761.69,-0.89,1924606196672.36
2022-09-19,1507.0,893.32,40493.0,1295419.38,5359.38,4466.06,01929.HK,周大福,6.22,18565.97,-1.04,1897283803344.03,-1182.0,-2097.65,43182.0,1123703.64,5126.65,7224.3,09956.HK,安能物流,18.33,18565.97,-1.04,1903825169101.47
2022-09-20,1133.0,649.63,40867.0,1296069.01,3728.92,3079.29,00200.HK,新濠国际发展,14.74,18781.42,1.16,1911912164504.85,1611.0,1105.77,40389.0,1124809.41,4800.61,3694.84,00200.HK,新濠国际发展,14.74,18781.42,1.16,1918448501179.96
2022-09-21,2448.0,2118.12,39552.0,1298187.13,5075.95,2957.83,01138.HK,中远海能,10.54,18444.62,-1.79,1881380421614.75,2661.0,2306.99,39339.0,1127116.4,6002.69,3695.7,01138.HK,中远海能,10.54,18444.62,-1.79,1887776746950.85
2022-09-22,1899.0,1248.76,40101.0,1299435.89,5081.25,3832.49,01898.HK,中煤能源,5.32,18147.95,-1.61,1864928209918.79,2336.0,1786.4,39664.0,1128902.8,6175.83,4389.43,01797.HK,东方甄选,5.67,18147.95,-1.61,1871186359190.79
2022-09-23,1988.0,1641.2,40012.0,1301077.09,4970.52,3329.32,02388.HK,中银香港,3.77,17933.27,-1.18,1839678498598.04,1607.0,1174.03,40393.0,1130076.83,5803.44,4629.41,02157.HK,乐普生物-B,6.1,17933.27,-1.18,1845858986278.52
2022-09-26,798.0,261.4,41202.0,1301338.49,4745.17,4483.77,01928.HK,金沙中国有限公司,15.65,17855.14,-0.44,1834536454350.66,268.0,-390.450000000001,41732.0,1129686.38,5525.19,5915.64,01928.HK,金沙中国有限公司,15.65,17855.14,-0.44,1840714442971.0
2022-09-27,1557.0,932.55,40443.0,1302271.04,5134.14,4201.59,09666.HK,金科服务,32.59,17860.31,0.03,1850465686976.62,720.0,-139.59,41280.0,1129546.79,5839.26,5978.85,09666.HK,金科服务,32.59,17860.31,0.03,1856746482075.53
2022-09-28,3065.0,2766.93,38935.0,1305037.97,6863.32,4096.39,00371.HK,北控水务集团,2.98,17250.88,-3.41,1791509246019.52,3514.0,3157.24,38486.0,1132704.03,7500.42,4343.18,01112.HK,H&H国际控股,3.26,17250.88,-3.41,1797594901035.96
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-10,627.0,23.3,41373.0,1305061.27,5960.6,5937.3,00570.HK,中国中药,6.27,17216.66,-2.95,1758971575946.11,958.0,372.05,41042.0,1133076.08,6434.34,6062.29,00570.HK,中国中药,6.27,17216.66,-2.95,1764937547464.61
2022-10-11,2157.0,1737.1,39843.0,1306798.37,5197.24,3460.14,00991.HK,大唐发电,11.18,16832.36,-2.23,1728259665304.91,1841.0,1382.81,40159.0,1134458.89,6313.44,4930.63,00991.HK,大唐发电,11.18,16832.36,-2.23,1734276341563.36
2022-10-12,1690.0,983.0,40310.0,1307781.37,6737.33,5754.33,03678.HK,弘业期货,13.79,16701.03,-0.78,1721601230215.9,867.0,153.02,41133.0,1134611.91,6734.15,6581.13,03678.HK,弘业期货,13.79,16701.03,-0.78,1727528553915.27
2022-10-13,3212.0,2872.02,38788.0,1310653.39,6421.56,3549.54,06160.HK,百济神州,14.45,16389.11,-1.87,1697151850092.56,2485.0,2142.32,39515.0,1136754.23,5737.35,3595.03,06160.HK,百济神州,14.45,16389.11,-1.87,1703014294033.16
2022-10-14,2927.0,2500.12,39073.0,1313153.51,7729.98,5229.86,02252.HK,微创机器人-B,20.5,16587.69,1.21,1732076962388.75,2984.0,2542.74,39016.0,1139296.97,7845.02,5302.28,02252.HK,微创机器人-B,20.5,16587.69,1.21,1738056213057.57
2022-10-17,3520.0,2776.12,38480.0,1315929.63,6869.76,4093.64,03692.HK,翰森制药,13.21,16612.9,0.15,1741517247689.2,3389.0,2773.42,38611.0,1142070.39,7225.74,4452.32,03692.HK,翰森制药,13.21,16612.9,0.15,1747533489983.29
