MUTUAL_TYPE,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sh2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk,sz2hk
,当日资金流入,当日成交净买额,当日余额,历史累计净买额,买入成交额,卖出成交额,领涨股代码,领涨股名称,领涨股涨跌幅,上证指数,上证指数涨跌幅,HOLD_MARKET_CAP,当日资金流入,当日成交净买额,当日余额,历史累计净买额,买入成交额,卖出成交额,领涨股代码,领涨股名称,领涨股涨跌幅,上证指数,上证指数涨跌幅,HOLD_MARKET_CAP
TRADE_DATE,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-12,4535.0,3704.8,37465.0,1150822.95,17460.25,13755.45,06160.HK,百济神州,12.88,28276.75,1.32,2277901158932.43,7202.0,7046.67,34798.0,675335.62,16793.05,9746.38,00921.HK,海信家电,22.42,28276.75,1.32,2293206754622.08
2021-01-13,6301.0,6130.04,35699.0,1156952.99,17280.66,11150.62,03898.HK,时代电气,13.99,28235.6,-0.15,2290302001670.52,5959.0,5777.27,36041.0,681112.89,16477.84,10700.57,02038.HK,富智康集团,18.45,28235.6,-0.15,2305361155591.26
2021-01-14,9078.0,9471.07,32922.0,1166424.06,19125.64,9654.57,02866.HK,中远海发,11.69,28496.86,0.93,2325343221024.65,5444.0,5163.71,36556.0,686276.6,15555.32,10391.61,02038.HK,富智康集团,21.31,28496.86,0.93,2340472567225.77
2021-01-15,7078.0,6694.79,34922.0,1173118.85,22330.06,15635.27,02238.HK,广汽集团,19.49,28573.86,0.27,2334888449601.46,6969.0,6738.44,35031.0,693015.04,19882.76,13144.32,02238.HK,广汽集团,19.49,28573.86,0.27,2349916194537.88
2021-01-18,9530.0,9452.67,32470.0,1182571.52,24001.43,14548.76,01316.HK,耐世特,14.66,28862.77,1.01,2401019546290.39,13003.0,13517.97,28997.0,706533.01,25520.25,12002.28,01478.HK,丘钛科技,19.58,28862.77,1.01,2416091110233.69
2021-01-19,12901.0,13121.37,29099.0,1195692.89,33255.09,20133.72,00285.HK,比亚迪电子,15.83,29642.28,2.7,2479348469762.27,13231.0,13471.38,28769.0,720004.39,29576.22,16104.84,02400.HK,心动公司,20.63,29642.28,2.7,2494710401747.33
2021-01-20,7393.0,6787.23,34607.0,1202480.12,25315.52,18528.29,00241.HK,阿里健康,17.06,29962.47,1.08,2545078423709.99,13239.0,13500.6,28761.0,733504.99,28166.63,14666.03,00460.HK,四环医药,43.48,29962.47,1.08,2561029667978.14
2021-01-21,7617.0,7327.87,34383.0,1209807.99,23062.62,15734.75,02068.HK,中铝国际,14.86,29927.76,-0.12,2568557292778.21,9370.0,8935.58,32630.0,742440.57,26350.36,17414.78,00460.HK,四环医药,63.64,29927.76,-0.12,2586662226938.65
2021-01-22,4339.0,3391.84,37661.0,1213199.83,19456.04,16064.2,01579.HK,颐海国际,15.35,29447.85,-1.6,2564760512391.3,6556.0,5974.49,35444.0,748415.06,22154.92,16180.43,09923.HK,移卡,18.35,29447.85,-1.6,2582863703660.58
2021-01-25,7806.0,7332.62,34194.0,1220532.45,23544.69,16212.07,06060.HK,众安在线,16.0,30159.01,2.41,2662108076825.26,12213.0,11922.72,29787.0,760337.78,30994.62,19071.9,06088.HK,FITHONTENG,21.67,30159.01,2.41,2680395256092.35
2021-01-26,5823.0,5764.63,36177.0,1226297.08,24650.36,18885.73,00772.HK,阅文集团,10.53,29391.26,-2.55,2596648946010.24,8349.0,8182.72,33651.0,768520.5,23048.16,14865.44,00460.HK,四环医药,28.77,29391.26,-2.55,2614662920277.63
2021-01-27,8586.0,8485.39,33414.0,1234782.47,21851.36,13365.97,00867.HK,康哲药业,7.17,29297.53,-0.32,2585415972369.28,14432.0,15044.59,27568.0,783565.09,29039.54,13994.95,01860.HK,汇量科技,17.31,29297.53,-0.32,2603590478286.87
2021-01-28,4083.0,3385.09,37917.0,1238167.56,18182.73,14797.64,00345.HK,VITASOYINT'L,15.43,28550.77,-2.55,2514357876602.21,7249.0,6833.47,34751.0,790398.56,23436.86,16603.39,00345.HK,VITASOYINT'L,15.43,28550.77,-2.55,2532017618597.24
2021-01-29,6350.0,6059.12,35650.0,1244226.68,17793.77,11734.65,01108.HK,凯盛新能,9.66,28283.71,-0.94,2523333559353.74,6706.0,6402.31,35294.0,796800.87,20189.5,13787.19,02400.HK,心动公司,13.61,28283.71,-0.94,2540780836694.53
2021-02-01,7901.0,7844.69,34099.0,1252071.37,17345.99,9501.3,02186.HK,绿叶制药,51.67,28892.86,2.15,2602757440783.93,8809.0,8589.92,33191.0,805390.79,21877.47,13287.55,02186.HK,绿叶制药,51.67,28892.86,2.15,2620956865902.49
2021-02-02,6501.0,6408.4,35499.0,1258479.77,16581.6,10173.2,00564.HK,郑煤机,20.16,29248.7,1.23,2667377972218.28,10491.0,10910.5,31509.0,816301.29,22447.09,11536.59,00564.HK,郑煤机,20.16,29248.7,1.23,2686156920123.74
2021-02-03,5192.0,4771.14,36808.0,1263250.91,16212.3,11441.16,09969.HK,诺诚健华,17.05,29307.46,0.2,2708530861416.44,7822.0,7586.47,34178.0,823887.76,21253.69,13667.22,01610.HK,中粮家佳康,27.9,29307.46,0.2,2727770965030.29
2021-02-04,1224.0,-56.470000000001,40776.0,1263194.44,15338.64,15395.11,00636.HK,嘉里物流,25.0,29113.5,-0.66,2693472481421.13,4649.0,3928.09,37351.0,827815.85,18553.83,14625.74,01357.HK,美图公司,28.14,29113.5,-0.66,2709683240093.32
2021-02-05,3344.0,2881.94,38656.0,1266076.38,15796.69,12914.75,09969.HK,诺诚健华,15.24,29288.68,0.6,2705641240779.31,5812.0,5285.89,36188.0,833101.74,19895.84,14609.95,00136.HK,中国儒意,21.63,29288.68,0.6,2721764443445.04
2021-02-08,5062.0,4716.99,36938.0,1270793.37,14515.58,9798.59,01812.HK,晨鸣纸业,15.54,29319.47,0.11,2722915046356.05,7009.0,6868.98,34991.0,839970.72,18593.6,11724.62,00136.HK,中国儒意,49.12,29319.47,0.11,2739299791592.17
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18,3681.0,2668.94,38319.0,1273462.31,22880.73,20211.79,01812.HK,晨鸣纸业,19.5,30595.27,-1.58,2873546785932.9,11313.0,11536.42,30687.0,851507.14,31630.72,20094.3,01812.HK,晨鸣纸业,19.5,30595.27,-1.58,2890590999175.79
2021-02-19,2298.0,950.76,39702.0,1274413.07,16924.77,15974.01,03323.HK,中国建材,14.73,30644.73,0.16,2884458663470.55,3919.0,2728.36,38081.0,854235.5,19730.01,17001.65,03323.HK,中国建材,14.73,30644.73,0.16,2901732683629.43
2021-02-22,1757.0,309.290000000001,40243.0,1274722.36,23080.13,22770.84,01053.HK,重庆钢铁股份,71.26,30319.83,-1.06,2827766039480.55,5744.0,5092.92,36256.0,859328.42,24789.23,19696.31,01053.HK,重庆钢铁股份,71.26,30319.83,-1.06,2844852366377.54
2021-02-23,3518.0,2535.96,38482.0,1277258.32,18088.48,15552.52,01055.HK,中国南方航空股份,14.71,30632.64,1.03,2832013263141.45,5982.0,5226.65,36018.0,864555.07,21737.29,16510.64,01176.HK,珠光控股,18.75,30632.64,1.03,2849251233862.4
2021-02-24,-8037.0,-11842.81,50037.0,1265415.51,18980.56,30823.37,01128.HK,永利澳门,4.08,29718.24,-2.99,2722979923898.96,-4908.0,-8117.48,46908.0,856437.59,21179.29,29296.77,01176.HK,珠光控股,13.16,29718.24,-2.99,2739473064826.42
2021-02-25,834.0,-604.870000000001,41166.0,1264810.64,14686.3,15291.17,01548.HK,金斯瑞生物科技,20.96,30074.17,1.2,2777804185213.15,3293.0,2305.06,38707.0,858742.65,17636.62,15331.56,01548.HK,金斯瑞生物科技,20.96,30074.17,1.2,2794647486442.31
2021-02-26,-1512.0,-3760.6,43512.0,1261050.04,15144.84,18905.44,00038.HK,第一拖拉机股份,8.82,28980.21,-3.64,2638798201073.32,-1581.0,-3834.84,43581.0,854907.81,16477.01,20311.85,00038.HK,第一拖拉机股份,8.82,28980.21,-3.64,2655098754201.69
2021-03-01,825.0,-495.92,41175.0,1260554.12,12681.14,13177.06,00038.HK,第一拖拉机股份,21.01,29452.57,1.63,2718979291193.57,1898.0,579.969999999999,40102.0,855487.78,15898.24,15318.27,00038.HK,第一拖拉机股份,21.01,29452.57,1.63,2735746805579.95
2021-03-02,303.0,-881.99,41697.0,1259672.13,13240.99,14122.98,01691.HK,JS环球生活,11.78,29095.86,-1.21,2676312052714.32,308.0,-933.85,41692.0,854553.93,13813.09,14746.94,01691.HK,JS环球生活,11.78,29095.86,-1.21,2692964515580.8
2021-03-03,5189.0,4714.72,36811.0,1264386.85,14281.45,9566.73,00347.HK,鞍钢股份,14.84,29880.42,2.7,2752284933834.94,2116.0,1032.45,39884.0,855586.38,12394.92,11362.47,03899.HK,中集安瑞科,21.3,29880.42,2.7,2769259346097.65
2021-03-04,-138.0,-1457.22,42138.0,1262929.63,12703.16,14160.38,01238.HK,宝龙地产,10.71,29236.79,-2.15,2639526880897.77,-1199.0,-2874.35,43199.0,852712.03,14097.58,16971.93,01196.HK,伟禄集团,11.13,29236.79,-2.15,2655981645802.56
2021-03-05,2155.0,990.690000000001,39845.0,1263920.32,13776.02,12785.33,00551.HK,裕元集团,8.27,29098.29,-0.47,2636406500584.63,2484.0,1376.97,39516.0,854089.0,15246.42,13869.45,00520.HK,呷哺呷哺,8.98,29098.29,-0.47,2652543003743.04
2021-03-08,-4090.0,-6406.35,46090.0,1257513.97,15161.74,21568.09,00270.HK,粤海投资,5.52,28540.83,-1.92,2534871648850.1,-4313.0,-6774.89,46313.0,847314.11,17539.51,24314.4,00270.HK,粤海投资,5.52,28540.83,-1.92,2550544846817.23
2021-03-09,-4323.0,-6789.85,46323.0,1250724.12,13695.42,20485.27,02208.HK,金风科技,7.06,28773.23,0.81,2532211607659.84,-465.0,-2076.29,42465.0,845237.82,16849.87,18926.16,01357.HK,美图公司,7.09,28773.23,0.81,2547762058653.59
2021-03-10,-665.0,-1885.94,42665.0,1248838.18,9918.57,11804.51,00868.HK,信义玻璃,12.18,28907.52,0.47,2550687203004.88,-980.0,-2449.38,42980.0,842788.44,11034.2,13483.58,00868.HK,信义玻璃,12.18,28907.52,0.47,2566520046245.16
2021-03-11,2597.0,1480.79,39403.0,1250318.97,12867.56,11386.77,01347.HK,华虹半导体,13.97,29385.61,1.65,2622306639752.31,3906.0,3044.39,38094.0,845832.83,12894.0,9849.61,01347.HK,华虹半导体,13.97,29385.61,1.65,2638591883353.71
2021-03-12,877.0,-229.049999999999,41123.0,1250089.92,11891.92,12120.97,01330.HK,绿色动力环保,14.71,28739.72,-2.2,2566605677643.04,3957.0,3434.31,38043.0,849267.14,13985.98,10551.67,01330.HK,绿色动力环保,14.71,28739.72,-2.2,2582883760681.31
2021-03-15,387.0,-913.210000000001,41613.0,1249176.71,10723.55,11636.76,01055.HK,中国南方航空股份,9.45,28833.76,0.33,2558194076998.33,-1891.0,-3764.64,43891.0,845502.5,12022.34,15786.98,02678.HK,天虹国际集团,16.96,28833.76,0.33,2574426873420.45
2021-03-16,2445.0,2022.86,39555.0,1251199.57,8412.62,6389.76,06969.HK,思摩尔国际,12.04,29027.69,0.67,2604933023127.43,3889.0,3244.06,38111.0,848746.56,11052.76,7808.7,06969.HK,思摩尔国际,12.04,29027.69,0.67,2621279816804.53
2021-03-17,1511.0,724.700000000001,40489.0,1251924.27,8289.27,7564.57,01268.HK,美东汽车,13.57,29034.12,0.02,2608497099487.31,2870.0,2224.46,39130.0,850971.02,9393.59,7169.13,01952.HK,云顶新耀-B,20.95,29034.12,0.02,2624984519357.29
2021-03-18,2033.0,1424.33,39967.0,1253348.6,9144.35,7720.02,00867.HK,康哲药业,15.01,29405.72,1.28,2635876915222.39,3565.0,3144.85,38435.0,854115.87,11314.18,8169.33,00867.HK,康哲药业,15.01,29405.72,1.28,2652426544754.26
2021-03-19,-771.0,-1949.62,42771.0,1251398.98,7537.0,9486.62,00836.HK,华润电力,13.25,28990.94,-1.41,2588565483278.27,82.0,-1306.89,41918.0,852808.98,10532.65,11839.54,00836.HK,华润电力,13.25,28990.94,-1.41,2604897107355.17
2021-03-22,804.0,29.31,41196.0,1251428.29,7428.27,7398.96,00916.HK,龙源电力,8.63,28885.34,-0.36,2600688422122.9,1307.0,411.96,40693.0,853220.94,8427.66,8015.7,00631.HK,三一国际,11.88,28885.34,-0.36,2617256100234.47
2021-03-23,-380.0,-1476.99,42380.0,1249951.3,8340.85,9817.84,03319.HK,雅生活服务,5.25,28497.38,-1.34,2539024303091.34,-1410.0,-2922.77,43410.0,850298.17,10038.7,12961.47,06055.HK,中烟香港,6.68,28497.38,-1.34,2554904361094.81
2021-03-24,-3202.0,-4849.28,45202.0,1245102.02,7572.85,12422.13,00772.HK,阅文集团,13.34,27918.14,-2.03,2481661669197.36,-674.0,-2093.62,42674.0,848204.55,9996.76,12090.38,00772.HK,阅文集团,13.34,27918.14,-2.03,2497196028855.51
2021-03-25,-11.0,-1475.41,42011.0,1243626.61,12178.59,13654.0,02331.HK,李宁,10.74,27899.61,-0.07,2465482759304.04,1240.0,-92.08,40760.0,848112.47,12869.49,12961.57,02331.HK,李宁,10.74,27899.61,-0.07,2481028925917.81
2021-03-26,3203.0,2714.87,38797.0,1246341.48,10951.03,8236.16,02669.HK,中海物业,25.49,28336.43,1.57,2516527561657.98,3806.0,3315.61,38194.0,851428.08,11871.11,8555.5,02669.HK,中海物业,25.49,28336.43,1.57,2532330214022.12
2021-03-29,374.0,-892.33,41626.0,1245449.15,11608.57,12500.9,02869.HK,绿城服务,22.14,28338.3,0.01,2517579200619.95,2580.0,1826.77,39420.0,853254.85,12254.76,10427.99,02869.HK,绿城服务,22.14,28338.3,0.01,2533237330758.18
2021-03-30,1788.0,1048.16,40212.0,1246497.31,8283.99,7235.83,06078.HK,海吉亚医疗,15.0,28577.5,0.84,2547042125771.9,2846.0,2208.6,39154.0,855463.45,10357.41,8148.81,06078.HK,海吉亚医疗,15.0,28577.5,0.84,2562771407033.64
2021-03-31,1065.0,178.58,40935.0,1246675.89,8602.07,8423.49,01618.HK,中国中冶,9.78,28378.35,-0.7,2533877205479.58,1830.0,1128.26,40170.0,856591.71,9528.45,8400.19,01618.HK,中国中冶,9.78,28378.35,-0.7,2549331102970.1
2021-04-01,1438.0,486.83,40562.0,1247162.72,9941.21,9454.38,01691.HK,JS环球生活,19.72,28938.74,1.97,2612903029137.98,4129.0,3561.54,37871.0,860153.25,12556.88,8995.34,02400.HK,心动公司,22.34,28938.74,1.97,2628685998642.76
2021-04-07,814.0,-134.66,41186.0,1247028.06,9660.43,9795.09,01919.HK,中远海控,29.11,28674.8,-0.91,2594329358795.58,1851.0,983.789999999999,40149.0,861137.04,10531.23,9547.44,01919.HK,中远海控,29.11,28674.8,-0.91,2610206096995.65
2021-04-08,3088.0,2241.57,38912.0,1249269.63,11749.41,9507.84,02005.HK,石四药集团,10.66,29008.07,1.16,2604698581226.29,3257.0,2487.37,38743.0,863624.41,11017.84,8530.47,02005.HK,石四药集团,10.66,29008.07,1.16,2620549170598.15
2021-04-09,131.0,-759.67,41869.0,1248509.96,6706.44,7466.11,01053.HK,重庆钢铁股份,24.11,28698.8,-1.07,2577557641035.39,2637.0,2220.12,39363.0,865844.53,7440.5,5220.38,01053.HK,重庆钢铁股份,24.11,28698.8,-1.07,2593268346288.13
2021-04-12,-1430.0,-2658.95,43430.0,1245851.01,6756.58,9415.53,01053.HK,重庆钢铁股份,18.29,28453.28,-0.86,2531535481318.05,953.0,127.780000000001,41047.0,865972.31,8185.43,8057.65,01053.HK,重庆钢铁股份,18.29,28453.28,-0.86,2546021990727.72
2021-04-13,-192.0,-987.46,42192.0,1244863.55,5377.61,6365.07,01997.HK,九龙仓置业,6.16,28497.25,0.15,2521954312632.93,2577.0,2225.37,39423.0,868197.68,7709.13,5483.76,01368.HK,特步国际,15.19,28497.25,0.15,2536368429409.26
2021-04-14,199.0,-525.01,41801.0,1244338.54,5813.36,6338.37,01057.HK,浙江世宝,48.8,28900.83,1.42,2559655518402.17,2349.0,1825.92,39651.0,870023.6,7671.72,5845.8,01057.HK,浙江世宝,48.8,28900.83,1.42,2574372367157.48
2021-04-15,-307.0,-1196.94,42307.0,1243141.6,4669.9,5866.84,00358.HK,江西铜业股份,7.01,28793.14,-0.37,2552897373974.66,1310.0,642.969999999999,40690.0,870666.57,6749.99,6107.02,00358.HK,江西铜业股份,7.01,28793.14,-0.37,2567480404582.04
2021-04-16,1285.0,535.55,40715.0,1243677.15,7141.59,6606.04,03866.HK,青岛银行,10.0,28969.71,0.61,2587422278097.64,4717.0,4502.98,37283.0,875169.55,9604.56,5101.58,03866.HK,青岛银行,10.0,28969.71,0.61,2602104113729.78
2021-04-19,2981.0,2424.96,39019.0,1246102.11,10005.65,7580.69,00187.HK,京城机电股份,35.35,29106.15,0.47,2623615904367.01,3200.0,2687.55,38800.0,877857.1,11687.71,9000.16,00187.HK,京城机电股份,35.35,29106.15,0.47,2639795239799.8
2021-04-20,2001.0,1442.95,39999.0,1247545.06,8082.19,6639.24,00667.HK,中国东方教育,9.11,29135.73,0.1,2631875753741.02,4197.0,3948.42,37803.0,881805.52,10415.26,6466.84,00460.HK,四环医药,11.88,29135.73,0.1,2648457982542.66
2021-04-21,2799.0,2210.3,39201.0,1249755.36,8508.72,6298.42,00522.HK,ASMPT,18.21,28621.92,-1.76,2597712514148.21,2627.0,1999.85,39373.0,883805.37,9163.11,7163.26,00522.HK,ASMPT,18.21,28621.92,-1.76,2614212487670.98
2021-04-22,3517.0,3247.38,38483.0,1253002.74,8894.6,5647.22,06185.HK,康希诺生物,10.13,28755.34,0.47,2618993169729.91,3018.0,2645.77,38982.0,886451.14,8964.46,6318.69,09966.HK,康宁杰瑞制药-B,17.37,28755.34,0.47,2635422640479.18
2021-04-23,1012.0,274.849999999999,40988.0,1253277.59,7070.66,6795.81,00038.HK,第一拖拉机股份,11.91,29078.75,1.12,2651628068670.19,3424.0,3142.58,38576.0,889593.72,10023.46,6880.88,01789.HK,爱康医疗,14.04,29078.75,1.12,2668197418372.04
2021-04-26,1737.0,1199.22,40263.0,1254476.81,9222.76,8023.54,00336.HK,华宝国际,11.46,28952.83,-0.43,2636047857474.2,1497.0,781.51,40503.0,890375.23,10530.23,9748.72,00336.HK,华宝国际,11.46,28952.83,-0.43,2652531391499.53
2021-04-27,-5.0,-900.16,42005.0,1253576.65,6446.57,7346.73,06826.HK,昊海生物科技,10.74,28941.54,-0.04,2639166821605.46,2256.0,1734.65,39744.0,892109.88,8652.01,6917.36,01992.HK,复星旅游文化,14.41,28941.54,-0.04,2655775119573.03
2021-04-28,617.0,-283.23,41383.0,1253293.42,7996.42,8279.65,02869.HK,绿城服务,11.18,29071.34,0.45,2649382533933.39,1769.0,1148.79,40231.0,893258.67,8612.73,7463.94,02869.HK,绿城服务,11.18,29071.34,0.45,2665900694606.44
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06,-135.0,-1412.59,42135.0,1251880.83,10496.12,11908.71,01053.HK,重庆钢铁股份,10.62,28637.46,0.77,2600797057108.06,2046.0,1037.13,39954.0,894295.8,12925.48,11888.35,01368.HK,特步国际,14.02,28637.46,0.77,2616211220270.71
2021-05-07,510.0,-318.030000000001,41490.0,1251562.8,8238.67,8556.7,01787.HK,山东黄金,11.02,28610.65,-0.09,2577244699077.71,922.0,-21.73,41078.0,894274.07,10569.41,10591.14,01787.HK,山东黄金,11.02,28610.65,-0.09,2592644121001.39
2021-05-10,-606.0,-1925.11,42606.0,1249637.69,9953.04,11878.15,02196.HK,复星医药,25.07,28595.66,-0.05,2579581612212.76,-2658.0,-4542.87,44658.0,889731.2,10502.74,15045.61,02196.HK,复星医药,25.07,28595.66,-0.05,2594736840183.76
2021-05-11,2587.0,1829.13,39413.0,1251466.82,11102.78,9273.65,00839.HK,中教控股,6.28,28013.81,-2.03,2533023144659.25,3827.0,3103.81,38173.0,892835.01,14345.83,11242.02,01797.HK,东方甄选,10.0,28013.81,-2.03,2547483917518.08
2021-05-12,5514.0,5505.03,36486.0,1256971.85,11038.47,5533.44,01057.HK,浙江世宝,30.59,28231.04,0.78,2554009145579.64,4463.0,4305.08,37537.0,897140.09,10637.2,6332.12,01057.HK,浙江世宝,30.59,28231.04,0.78,2568503738151.03
2021-05-13,2927.0,2707.5,39073.0,1259679.35,7997.58,5290.08,01513.HK,丽珠医药,6.48,27718.67,-1.81,2506174227172.33,2060.0,1582.52,39940.0,898722.61,7557.07,5974.55,01513.HK,丽珠医药,6.48,27718.67,-1.81,2520044760104.4
2021-05-14,2513.0,1953.14,39487.0,1261632.49,8901.69,6948.55,01548.HK,金斯瑞生物科技,21.69,28027.57,1.11,2541690001068.96,3324.0,2742.16,38676.0,901464.77,9721.92,6979.76,01548.HK,金斯瑞生物科技,21.69,28027.57,1.11,2555793686730.14
2021-05-17,3399.0,3140.86,38601.0,1264773.35,9755.53,6614.67,00553.HK,南京熊猫电子股份,11.72,28194.09,0.59,2581734671849.79,5451.0,5315.07,36549.0,906779.84,13440.22,8125.15,00553.HK,南京熊猫电子股份,11.72,28194.09,0.59,2595803858232.21
2021-05-18,1526.0,963.559999999999,40474.0,1265736.91,6871.45,5907.89,01057.HK,浙江世宝,17.21,28593.81,1.42,2623868467819.35,3880.0,3413.27,38120.0,910193.11,9802.23,6388.96,01057.HK,浙江世宝,17.21,28593.81,1.42,2638216369128.88
2021-05-20,1714.0,947.050000000001,40286.0,1266683.96,9921.77,8974.72,00336.HK,华宝国际,24.79,28450.29,-0.5,2627889277326.58,4787.0,4434.58,37213.0,914627.69,13052.2,8617.62,00336.HK,华宝国际,24.79,28450.29,-0.5,2642245775064.62
2021-05-21,2010.0,1343.14,39990.0,1268027.1,8278.87,6935.73,01053.HK,重庆钢铁股份,10.78,28458.44,0.03,2629846264389.45,1664.0,702.93,40336.0,915330.62,12187.91,11484.98,09966.HK,康宁杰瑞制药-B,19.84,28458.44,0.03,2644161305086.77
2021-05-24,710.0,-244.09,41290.0,1267783.01,7276.15,7520.24,09926.HK,康方生物,10.25,28412.26,-0.16,2629530282917.41,2588.0,1909.61,39412.0,917240.23,9520.81,7611.2,01992.HK,复星旅游文化,13.81,28412.26,-0.16,2643612657817.11
2021-05-25,3561.0,2976.45,38439.0,1270759.46,12181.13,9204.68,03908.HK,中金公司,10.9,28910.86,1.75,2689931195836.3,5172.0,4882.97,36828.0,922123.2,13896.23,9013.26,03908.HK,中金公司,10.9,28910.86,1.75,2703914443620.52
2021-05-26,818.0,-46.440000000001,41182.0,1270713.02,9334.68,9381.12,00285.HK,比亚迪电子,11.73,29166.01,0.88,2709035493884.49,1750.0,861.289999999999,40250.0,922984.49,11060.66,10199.37,00285.HK,比亚迪电子,11.73,29166.01,0.88,2723249384740.53
2021-05-27,-536.0,-1922.47,42536.0,1268790.55,8739.21,10661.68,06826.HK,昊海生物科技,18.59,29113.2,-0.18,2720833648183.42,2064.0,1111.97,39936.0,924096.46,11205.03,10093.06,06826.HK,昊海生物科技,18.59,29113.2,-0.18,2735337681420.27
2021-05-28,-42.0,-1111.67,42042.0,1267678.88,7736.46,8848.13,06078.HK,海吉亚医疗,8.98,29124.41,0.04,2702819869238.42,336.0,-730.66,41664.0,923365.8,9817.16,10547.82,03613.HK,同仁堂国药,10.36,29124.41,0.04,2716946297617.77
2021-05-31,458.0,-805.610000000001,41542.0,1266873.27,8644.5,9450.11,01951.HK,锦欣生殖,17.51,29151.8,0.09,2744410641310.51,1077.0,-141.959999999999,40923.0,923223.84,11003.61,11145.57,01951.HK,锦欣生殖,17.51,29151.8,0.09,2758714352298.99
2021-06-01,2158.0,1521.91,39842.0,1268395.18,9996.34,8474.43,00853.HK,微创医疗,7.94,29468.0,1.08,2765304739651.8,4210.0,3772.89,37790.0,926996.73,12519.12,8746.23,01368.HK,特步国际,9.64,29468.0,1.08,2779686879213.46
2021-06-02,726.0,57.84,41274.0,1268453.02,6370.62,6312.78,02068.HK,中铝国际,25.35,29297.62,-0.58,2750989417233.2,1476.0,620.72,40524.0,927617.45,8789.1,8168.38,02068.HK,中铝国际,25.35,29297.62,-0.58,2765357697276.34
2021-06-03,83.0,-626.5,41917.0,1267826.52,6803.45,7429.95,00187.HK,京城机电股份,8.54,28966.03,-1.13,2725796193294.33,1669.0,1065.59,40331.0,928683.04,9242.79,8177.2,00187.HK,京城机电股份,8.54,28966.03,-1.13,2740183950676.16
2021-06-04,1111.0,120.09,40889.0,1267946.61,10041.73,9921.64,00285.HK,比亚迪电子,7.21,28918.1,-0.17,2715554465440.75,92.0,-1207.4,41908.0,927475.64,9802.5,11009.9,01515.HK,华润医疗,9.74,28918.1,-0.17,2729772218369.77
2021-06-07,627.0,-351.440000000001,41373.0,1267595.17,8526.49,8877.93,00038.HK,第一拖拉机股份,10.95,28787.28,-0.45,2706054030180.18,218.0,-1095.79,41782.0,926379.85,9189.72,10285.51,00354.HK,中国软件国际,11.07,28787.28,-0.45,2720347113359.14
2021-06-08,-180.0,-1153.94,42180.0,1266441.23,6245.29,7399.23,02096.HK,先声药业,12.96,28781.38,-0.02,2701441162507.66,394.0,-613.87,41606.0,925765.98,7853.54,8467.41,02096.HK,先声药业,12.96,28781.38,-0.02,2715610832817.37
2021-06-09,1181.0,450.03,40819.0,1266891.26,6198.8,5748.77,01548.HK,金斯瑞生物科技,7.1,28742.63,-0.13,2699355279453.47,1470.0,621.27,40530.0,926387.25,8235.35,7614.08,09995.HK,荣昌生物,12.8,28742.63,-0.13,2713427955104.06
2021-06-10,-214.0,-1283.03,42214.0,1265608.23,7578.54,8861.57,01919.HK,中远海控,11.63,28738.88,-0.01,2692615245872.23,702.0,-346.789999999999,41298.0,926040.46,9049.54,9396.33,00354.HK,中国软件国际,18.8,28738.88,-0.01,2706652825909.46
2021-06-11,1416.0,684.25,40584.0,1266292.48,7720.7,7036.45,06185.HK,康希诺生物,10.39,28842.13,0.36,2703527530784.97,1902.0,1214.73,40098.0,927255.19,8356.31,7141.58,00410.HK,SOHO中国,15.15,28842.13,0.36,2717752593801.42
2021-06-15,56.0,-952.190000000001,41944.0,1265340.29,7955.48,8907.67,01057.HK,浙江世宝,13.2,28638.53,-0.71,2685541937474.42,1502.0,553.77,40498.0,927808.96,10159.29,9605.52,03309.HK,希玛眼科,28.45,28638.53,-0.71,2699596019442.5
2021-06-16,-474.0,-1417.7,42474.0,1263922.59,6574.36,7992.06,00038.HK,第一拖拉机股份,7.81,28436.84,-0.7,2648986819696.62,-208.0,-1218.43,42208.0,926590.53,8042.14,9260.57,00038.HK,第一拖拉机股份,7.81,28436.84,-0.7,2662783137178.85
2021-06-17,-544.0,-1752.85,42544.0,1262169.74,7431.35,9184.2,03898.HK,时代电气,11.44,28558.59,0.43,2665166754710.82,1965.0,1204.41,40035.0,927794.94,9934.38,8729.97,00410.HK,SOHO中国,21.05,28558.59,0.43,2678602517393.32
2021-06-18,1361.0,490.49,40639.0,1262660.23,9566.97,9076.48,01308.HK,海丰国际,10.55,28801.27,0.85,2689819744873.4,1831.0,676.15,40169.0,928471.09,11054.5,10378.35,00440.HK,大新金融,18.09,28801.27,0.85,2703287850840.25
2021-06-21,-1273.0,-2876.14,43273.0,1259784.09,11203.52,14079.66,03900.HK,绿城中国,12.17,28489.0,-1.08,2668847426943.55,3129.0,2395.21,38871.0,930866.3,12420.77,10025.56,01478.HK,丘钛科技,13.9,28489.0,-1.08,2682305174825.09
