MUTUAL_TYPE,hk2sh,hk2sh,hk2sh,hk2sh,hk2sh,hk2sh,hk2sh,hk2sh,hk2sh,hk2sh,hk2sh,hk2sh,hk2sz,hk2sz,hk2sz,hk2sz,hk2sz,hk2sz,hk2sz,hk2sz,hk2sz,hk2sz,hk2sz,hk2sz
,当日资金流入,当日成交净买额,当日余额,历史累计净买额,买入成交额,卖出成交额,领涨股代码,领涨股名称,领涨股涨跌幅,上证指数,上证指数涨跌幅,HOLD_MARKET_CAP,当日资金流入,当日成交净买额,当日余额,历史累计净买额,买入成交额,卖出成交额,领涨股代码,领涨股名称,领涨股涨跌幅,上证指数,上证指数涨跌幅,HOLD_MARKET_CAP
TRADE_DATE,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,1917.08,907.540000000001,50082.92,995340.25,33782.37,32874.83,600990.SH,四创电子,10.01,3044.6,-0.67,1253069762309.37,1303.36,481.100000000006,50696.64,820522.18,34375.69,33894.59,000519.SZ,中兵红箭,9.99,9239.14,-0.43,878816599803.999
2024-04-23,1308.08,232.100000000002,50691.92,995572.35,31049.88,30817.78,600866.SH,星湖科技,10.11,3021.98,-0.74,1243909743947.31,-2493.03,-3228.62,54493.03,817293.56,30532.81,33761.43,003020.SZ,立方制药,10.02,9183.14,-0.61,870428243947.493
2024-04-24,4236.12,3069.72,47763.88,998642.07,30329.75,27260.03,688022.SH,瀚川智能,19.98,3044.82,0.76,1255172230380.38,2700.11,1535.96,49299.89,818829.52,31614.36,30078.4,002590.SZ,万安科技,10.0,9251.13,0.74,875311468193.584
2024-04-25,1858.7,920.549999999999,50141.3,999562.62,27549.91,26629.36,603693.SH,江苏新能,9.97,3052.9,0.27,1256439297481.56,246.0,-571.52,51754.0,818258.0,30041.88,30613.4,002996.SZ,顺博合金,10.01,9264.48,0.14,876134933676.355
2024-04-26,12478.0,11323.1,39522.0,1010885.72,46065.2,34742.1,600617.SH,国新能源,10.03,3088.64,1.17,1283369898322.49,12399.0,11125.89,39601.0,829383.89,45626.82,34500.93,300397.SZ,天和防务,19.96,9463.91,2.15,903789627591.301
2024-04-29,5847.05,4534.85999999999,46152.95,1015420.58,48751.77,44216.91,603613.SH,国联股份,10.0,3113.04,0.79,1296047431107.05,7727.25,6357.54,44272.75,835741.43,48938.86,42581.32,002670.SZ,国盛金控,10.04,9673.76,2.22,930529765882.841
2024-04-30,-2789.62,-3950.49000000001,54789.62,1011470.09,38923.24,42873.73,603730.SH,岱美股份,9.98,3104.82,-0.26,1290693858236.98,-3541.11,-4666.17,55541.11,831075.26,37349.21,42015.38,002455.SZ,百川股份,10.0,9587.12,-0.9,919853469716.571
2024-05-06,7931.08,6455.26,44068.92,1017925.35,51967.53,45512.27,601333.SH,广深铁路,10.12,3140.72,1.16,1316517910794.35,4142.59,2860.41,47857.41,833935.67,46918.05,44057.64,000559.SZ,万向钱潮,10.04,9779.21,2.0,943248715337.598
2024-05-07,724.050000000003,-350.790000000001,51275.95,1017574.56,33730.26,34081.05,603823.SH,百合花,9.99,3147.74,0.22,1317757360392.32,-814.199999999997,-1789.11,52814.2,832146.56,33282.77,35071.88,002455.SZ,百川股份,10.02,9770.94,-0.08,941298394605.329
2024-05-08,-786.459999999999,-1999.19,52786.46,1015575.37,29033.6,31032.79,603222.SH,济民医疗,9.99,3128.48,-0.61,1307403399201.79,-762.809999999998,-2045.06,52762.81,830101.5,30926.93,32971.99,002455.SZ,百川股份,10.05,9638.82,-1.35,927473324632.002
2024-05-09,5187.29,3924.73,46812.71,1019500.1,34205.66,30280.93,603222.SH,济民医疗,9.99,3154.32,0.83,1321727070691.05,5109.73,4089.51,46890.27,834191.01,35125.61,31036.1,002759.SZ,天际股份,10.02,9788.07,1.55,944961245253.9
2024-05-10,-927.879999999997,-2133.79,52927.88,1017366.31,31002.86,33136.65,603222.SH,济民医疗,10.02,3154.55,0.01,1322780212081.31,-3110.07,-4169.74,55110.07,830021.27,30649.31,34819.05,002481.SZ,双塔食品,10.09,9731.24,-0.58,935262375712.01
